,year,state,sl55,sl65,sl70,sl75,slnone,seatbelt,minage,zerotol,gdl,bac10,bac08,perse,totfat,nghtfat,wkndfat,totfatpvm,nghtfatpvm,wkndfatpvm,statepop,totfatrte,nghtfatrte,wkndfatrte,vehicmiles,unem,perc14_24,sl70plus,sbprim,sbsecon,d80,d81,d82,d83,d84,d85,d86,d87,d88,d89,d90,d91,d92,d93,d94,d95,d96,d97,d98,d99,d00,d01,d02,d03,d04,vehicmilespc
304,1983,16,1,0,0,0,0,0,19,0,0,1,0,1,514,271,145,2.609999895,1.376000047,0.736000001,2870554,17.90999985,9.440000534,5.050000191,19.69349098,8.100000381,17.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6860.519043
305,1984,16,1,0,0,0,0,0,19,0,0,1,0,1,420,206,122,2.049999952,1.004999995,0.595000029,2858626,14.68999958,7.210000038,4.269999981,20.4878006,7,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7167.009766
306,1985,16,1,0,0,0,0,0,19,0,0,1,0,1,474,214,129,2.349999905,1.06099999,0.639999986,2829688,16.75,7.559999943,4.559999943,20.17021179,8,16.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7128.069336
307,1986,16,1,0,0,0,0,1,21,0,0,1,0,1,441,215,130,2.160000086,1.052999973,0.637000024,2791972,15.80000019,7.699999809,4.659999847,20.41666985,7,16,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7312.634277
308,1987,16,0.458000004,0.541999996,0,0,0,1,21,0,0,1,0,1,491,229,113,2.359999895,1.100999951,0.542999983,2767008,17.73999977,8.279999733,4.079999924,20.80508041,5.5,15.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7518.980957
309,1988,16,0,1,0,0,0,1,21,0,0,1,0,1,557,273,156,2.539999962,1.245000005,0.711000025,2768397,20.12000084,9.859999657,5.640000343,21.92913055,4.5,15.00000095,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7921.237793
310,1989,16,0,1,0,0,0,1,21,0,0,1,0,1,514,238,142,2.279999971,1.055999994,0.629999995,2770588,18.54999924,8.590000153,5.130000114,22.54385948,4.300000191,14.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8136.849609
311,1990,16,0,1,0,0,0,1,21,0,0,1,0,1,465,216,122,2.019999981,0.938000023,0.529999971,2779769,16.72999954,7.769999981,4.390000343,23.01980019,4.300000191,14.30000114,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8281.192383
312,1991,16,0,1,0,0,0,1,21,0,0,1,0,1,488,197,115,2.119999886,0.856000006,0.5,2797613,17.43999863,7.039999962,4.110000134,23.0188694,4.599999905,14.20000076,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8228.039063
313,1992,16,0,1,0,0,0,1,21,0,0,1,0,1,437,188,110,1.830000043,0.787,0.460999995,2818401,15.51000023,6.670000076,3.899999857,23.87977982,4.699999809,14.20000076,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8472.811523
314,1993,16,0,1,0,0,0,1,21,0,0,1,0,1,459,195,102,1.830000043,0.77700001,0.407000005,2836972,16.18000031,6.869999886,3.600000143,25.08197021,4,14.30000114,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8841.106445
315,1994,16,0,1,0,0,0,1,21,0,0,1,0,1,478,200,102,1.860000014,0.777999997,0.397000015,2850746,16.77000046,7.020000458,3.580000162,25.6989193,3.700000048,14.20000076,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9014.804688
316,1995,16,0,1,0,0,0,1,21,0.5,0,1,0,1,527,212,119,2.029999971,0.816999972,0.458000004,2867373,18.38000107,7.390000343,4.150000095,25.96059036,3.5,14.30000114,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9053.789063
317,1996,16,0,1,0,0,0,1,21,1,0,1,0,1,465,197,100,1.730000019,0.73299998,0.372000009,2880000,16.14999962,6.840000153,3.470000029,26.8786087,3.799999952,14.20000076,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9332.849609
318,1997,16,0,1,0,0,0,1,21,1,0,1,0,1,468,170,93,1.669999957,0.606999993,0.331999987,2891119,16.18999863,5.880000114,3.220000029,28.02394867,3.299999952,14.30000114,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9693.115234
319,1998,16,0,1,0,0,0,1,21,1,0,1,0,1,449,171,86,1.549999952,0.589999974,0.296999991,2902872,15.47000027,5.889999866,2.960000038,28.96774101,2.799999952,14.39999962,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9978.993164
320,1999,16,0,1,0,0,0,1,21,1,1,1,0,1,490,203,89,1.679999948,0.69599998,0.305000007,2917634,16.79000092,6.960000038,3.050000191,29.16666985,2.5,14.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9996.685547
321,2000,16,0,1,0,0,0,1,21,1,1,1,0,1,445,176,94,1.50999999,0.597000003,0.319000006,2926324,15.21000004,6.010000229,3.210000038,29.47019958,2.599999905,14.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10070.72266
322,2001,16,0,1,0,0,0,1,21,1,1,1,0,1,446,170,89,1.49000001,0.568000019,0.296999991,2931967,15.21000004,5.799999714,3.039999962,29.93288994,3.299999952,14.39999962,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10209.14941
323,2002,16,0,1,0,0,0,1,21,1,1,1,0,1,405,169,78,1.312999964,0.547999978,0.252999991,2935840,13.76000023,5.739999771,2.649999857,30.83968925,4,14.30000114,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10504.55371
324,2003,16,0,1,0,0,0,1,21,1,1,0.5,0.5,1,443,196,97,1.425999999,0.630999982,0.312000006,2944062,14.9800005,6.630000114,3.28000021,31.05633926,4.5,14.20000076,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10548.80566
325,2004,16,0,1,0,0,0,1,21,1,1,0,1,1,390,153,82,1.24000001,0.486000001,0.261000007,2954000,13.20000076,5.180000305,2.779999971,31.45160866,5,14.10000038,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10647.125
326,1980,17,1,0,0,0,0,0,18,0,0,0,0,0,595,313,153,3.400000095,1.789000034,0.874000013,2363679,25.17000008,13.23999977,6.470000267,17.5,4.5,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7403.712402
327,1981,17,1,0,0,0,0,0,18,0,0,0,0,0,580,304,182,3.319999933,1.74000001,1.042000055,2384853,23.39999962,12.75,7.630000114,17.46999931,4.199999809,18.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7325.398438
328,1982,17,1,0,0,0,0,0,18,0,0,0,0,0,498,241,122,2.819999933,1.36500001,0.690999985,2401208,20.73999786,10.03999901,5.079999924,17.65957069,6.300000191,17.89999962,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7354.453125
329,1983,17,1,0,0,0,0,0,18,0,0,0,0,0,411,191,110,2.25999999,1.049999952,0.605000019,2415543,17.01000023,7.909999847,4.550000191,18.18584061,6.099999905,17.29999924,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7528.67627
330,1984,17,1,0,0,0,0,0,18,0,0,0,0,0,510,241,138,2.720000029,1.284999967,0.736000001,2424080,21.04000092,9.940000534,5.690000057,18.75,5.199999809,16.69999886,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7734.893066
331,1985,17,1,0,0,0,0,0,20,0,0,0.5,0,0,486,226,123,2.519999981,1.172000051,0.638000011,2427417,20.02000046,9.309999466,5.070000172,19.28571129,5,16.20000076,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7944.95166
332,1986,17,1,0,0,0,0,2,21,0,0,1,0,0,500,258,137,2.519999981,1.299999952,0.689999998,2432621,20.55000114,10.60999966,5.630000114,19.84127045,5.400000095,15.70000076,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8156.334961
333,1987,17,0.333000004,0.666999996,0,0,0,2,21,0,0,1,0,0,491,230,132,2.390000105,1.120000005,0.643000007,2445386,20.07999802,9.409999847,5.400000095,20.54393005,4.900000095,15.19999981,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8401.098633
334,1988,17,0,1,0,0,0,2,21,0,0,1,0,0.5,483,223,121,2.279999971,1.052999973,0.57099998,2461992,19.62000084,9.06000042,4.909999847,21.18421173,4.800000191,14.80000019,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8604.500977
335,1989,17,0,1,0,0,0,2,21,0,0,1,0,1,428,207,117,1.950000048,0.943000019,0.532999992,2472849,17.30999947,8.369999886,4.730000019,21.94872093,4,14.39999962,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8875.884766
336,1990,17,0,1,0,0,0,2,21,0,0,1,0,1,444,205,116,1.940000057,0.896000028,0.507000029,2480683,17.89999962,8.260000229,4.679999828,22.88660049,4.5,14.20000076,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9225.926758
337,1991,17,0,1,0,0,0,2,21,0,0,1,0,1,409,184,102,1.75999999,0.791999996,0.43900001,2498722,16.36999893,7.360000134,4.079999924,23.23863983,4.5,14.10000038,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9300.209961
338,1992,17,0,1,0,0,0,2,21,0,0,1,0,1,387,171,85,1.600000024,0.707000017,0.351000011,2532394,15.27999973,6.75,3.359999895,24.1875,4.300000191,14.10000038,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9551.238281
339,1993,17,0,1,0,0,0,2,21,0,0,0.5,0.5,1,428,169,83,1.769999981,0.699000001,0.342999995,2556547,16.73999977,6.610000134,3.25,24.18078995,5,14.10000038,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9458.37793
340,1994,17,0,1,0,0,0,2,21,0,0,0,1,1,442,197,104,1.789999962,0.797999978,0.421000004,2580513,17.13000107,7.630000114,4.029999733,24.69273949,5.300000191,14.10000038,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9568.926758
341,1995,17,0,1,0,0,0,2,21,0,0,0,1,1,442,203,104,1.75999999,0.808000028,0.414000005,2601007,16.98999977,7.799999714,4,25.11363983,4.400000095,14.20000076,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9655.353516
342,1996,17,0,0.166999996,0.833000004,0,0,2,21,0.5,0,0,1,1,490,217,103,1.889999986,0.837000012,0.397000015,2614554,18.73999977,8.300000191,3.940000057,25.92593002,4.5,14.30000114,0.833000004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9916.004883
343,1997,17,0,0,1,0,0,2,21,1,0,0,1,1,482,160,68,1.820000052,0.603999972,0.256999999,2635292,18.29000092,6.069999695,2.579999924,26.4835186,3.799999952,14.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10049.55762
344,1998,17,0,0,1,0,0,2,21,1,0,0,1,1,492,189,102,1.820000052,0.699000001,0.377000004,2660598,18.48999977,7.099999905,3.829999924,27.03297043,3.799999952,14.80000019,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10160.48633
345,1999,17,0,0,1,0,0,2,21,1,0,0,1,1,540,243,119,1.950000048,0.878000021,0.430000007,2678338,20.15999985,9.069999695,4.440000057,27.69231033,3,15.00000095,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10339.36328
346,2000,17,0,0,1,0,0,2,21,1,0,0,1,1,461,200,101,1.639999986,0.711000025,0.358999997,2688418,17.14999962,7.440000057,3.759999752,28.10976028,3.700000048,14.90000057,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10455.87402
347,2001,17,0,0,1,0,0,2,21,1,0,0,1,1,494,214,114,1.75,0.758000016,0.404000014,2702125,18.27999878,7.920000076,4.21999979,28.22857094,4.300000191,14.90000057,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10446.80469
348,2002,17,0,0,1,0,0,2,21,1,0,0,1,1,507,208,104,1.781999946,0.731000006,0.365999997,2711769,18.88000107,7.75,3.869999886,28.44443893,5.099999905,14.90000057,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10489.25586
349,2003,17,0,0,1,0,0,2,21,1,0,0,1,1,469,187,97,1.633000016,0.651000023,0.338,2723507,17.28999901,6.900000095,3.580000162,28.71950912,5.400000095,14.90000057,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10545.04688
350,2004,17,0,0,1,0,0,2,21,1,0,0,1,1,461,169,64,1.580000043,0.578999996,0.218999997,2736000,16.84999847,6.179999828,2.339999914,29.1772213,5.300000191,14.90000057,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10664.18945
351,1980,18,1,0,0,0,0,0,21,0,0,0,0,0,820,424,203,3.200000048,1.654999971,0.791999996,3660777,22.39999962,11.57999992,5.550000191,25.625,8,19.10000038,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6999.879883
352,1981,18,1,0,0,0,0,0,21,0,0,0,0,0,812,390,220,3.22300005,1.547999978,0.873000026,3670373,22.34000015,10.62999916,5.989999771,25.19499969,8.399999619,18.79999924,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6864.424805
353,1982,18,1,0,0,0,0,0,21,0,0,0,0,0,822,401,220,3.210000038,1.565999985,0.859000027,3683426,22.3200016,10.88999939,5.970000267,25.607481,10.60000038,18.39999962,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6952.08252
354,1983,18,1,0,0,0,0,0,21,0,0,0,0,0,778,362,200,2.910000086,1.353999972,0.748000026,3694487,21.05999947,9.800000191,5.409999847,26.73540115,11.69999981,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7236.566406
355,1984,18,1,0,0,0,0,0,21,0,0,0,0,0,754,318,170,2.700000048,1.139000058,0.609000027,3695453,20.39999962,8.609999657,4.599999905,27.92593002,9.300000191,17.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7556.835449
356,1985,18,1,0,0,0,0,0,21,0,0,0,0,0,712,314,160,2.5,1.103000045,0.561999977,3694833,19.27000046,8.5,4.329999924,28.47999954,9.5,17.20000076,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7708.061035
357,1986,18,1,0,0,0,0,0,21,0,0,0,0,0,805,347,182,2.75,1.184999943,0.621999979,3687819,21.83000183,9.409999847,4.940000057,29.27272987,9.300000191,16.79999924,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7937.680664
358,1987,18,0.416999996,0.583000004,0,0,0,0,21,0,0,0,0,0,844,373,190,2.779999971,1.228999972,0.625999987,3683332,22.90999985,10.13000011,5.159999847,30.35971069,8.800000191,16.39999962,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8242.458984
359,1988,18,0,1,0,0,0,0,21,0,0,0,0,0,838,383,221,2.650000095,1.210999966,0.699000001,3680010,22.77000046,10.40999985,6.010000229,31.62264061,7.900000095,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8593.084961
360,1989,18,0,1,0,0,0,0,21,0,0,0,0,0,772,313,151,2.400000095,0.97299999,0.469000012,3677313,20.98999977,8.510000229,4.110000134,32.16667175,6.199999809,15.60000038,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8747.330078
361,1990,18,0,1,0,0,0,0,21,0,0,0,0,0,849,338,177,2.519999981,1.003000021,0.524999976,3692584,22.98999977,9.150000572,4.789999962,33.69047928,5.900000095,15.29999924,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9123.821289
362,1991,18,0,1,0,0,0,0,21,0,0,0,0,0,826,354,191,2.349999905,1.006999969,0.542999983,3722328,22.19000053,9.510000229,5.130000114,35.14894104,7.5,15.19999981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9442.730469
363,1992,18,0,1,0,0,0,0,21,0,0,1,0,0,815,319,175,2.140000105,0.838,0.460000008,3765469,21.63999939,8.470000267,4.650000095,38.08411026,6.900000095,15.09999943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10114.04102
364,1993,18,0,1,0,0,0,0,21,0,0,1,0,0,871,327,153,2.200000048,0.825999975,0.386000007,3812206,22.85000038,8.579999924,4.009999752,39.59091187,6.199999809,15.09999943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10385.30273
365,1994,18,0,1,0,0,0,0,21,0,0,1,0,0,778,309,154,1.950000048,0.773999989,0.386000007,3849088,20.20999908,8.029999733,4,39.89744186,5.400000095,15.09999943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10365.42773
366,1995,18,0,1,0,0,0,2,21,0,0,1,0,0,849,333,187,2.069999933,0.811999977,0.456,3887427,21.84000015,8.569999695,4.809999943,41.01448822,5.400000095,15.00000095,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10550.54883
367,1996,18,0,1,0,0,0,2,21,0.25,0,1,0,0,842,356,172,1.980000019,0.837000012,0.404000014,3919535,21.47999954,9.079999924,4.390000343,42.52524948,5.599999905,14.80000019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10849.56543
368,1997,18,0,1,0,0,0,2,21,1,0,1,0,0,857,296,150,1.909999967,0.660000026,0.333999991,3952747,21.68000031,7.490000248,3.789999962,44.86911011,5.400000095,14.69999981,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11351.37402
369,1998,18,0,1,0,0,0,2,21,1,0,1,0,0,858,306,156,1.840000033,0.656000018,0.335000008,3985390,21.53000069,7.680000305,3.910000086,46.63042831,4.599999905,14.69999981,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11700.34277
370,1999,18,0,1,0,0,0,2,21,1,0,1,0,0,814,312,147,1.700000048,0.65200001,0.307000011,4018053,20.26000023,7.760000229,3.659999847,47.88235092,4.5,14.59999943,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11916.80469
371,2000,18,0,1,0,0,0,2,21,1,0,0.75,0.25,0,820,333,149,1.75,0.711000025,0.317999989,4041769,20.29000092,8.239999771,3.689999819,46.85713959,4.099999905,14.30000114,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11593.22559
372,2001,18,0,1,0,0,0,2,21,1,0,0,1,0,845,285,150,1.830000043,0.616999984,0.324999988,4068816,20.76999855,7,3.689999819,46.17485809,5.400000095,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11348.47559
373,2002,18,0,1,0,0,0,2,21,1,0,0,1,0,915,359,184,1.950000048,0.764999986,0.39199999,4089822,22.36999893,8.780000687,4.5,46.92307663,5.599999905,13.89999962,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11473.13379
374,2003,18,0,1,0,0,0,2,21,1,0,0,1,0,928,337,142,1.99000001,0.72299999,0.305000007,4117827,22.53999901,8.180000305,3.450000048,46.63317108,6.199999809,13.79999924,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11324.7041
375,2004,18,0,1,0,0,0,2,21,1,0,0,1,0,964,370,184,2.039999962,0.782999992,0.388999999,4146000,23.25,8.920000076,4.440000057,47.25489807,4.699999809,13.69999981,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11397.70801
376,1980,19,1,0,0,0,0,0,18,0,0,0,0,0,1219,658,337,5,2.698999882,1.381999969,4205900,28.97999954,15.64000034,8.010000229,24.37999916,6.699999809,20.10000038,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5796.619141
377,1981,19,1,0,0,0,0,0,18,0,0,0,0,0,1233,623,327,4.940000057,2.496000051,1.309999943,4283290,28.52000046,14.53999996,7.630000114,24.95999908,8.399999619,19.79999924,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5827.296387
378,1982,19,1,0,0,0,0,0,18,0,0,0,0,0,1091,591,311,4.059999943,2.198999882,1.156999946,4352596,25.06999969,13.57999992,7.149999619,26.87191963,10.30000019,19.40000153,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6173.768066
379,1983,19,1,0,0,0,0,0,18,0,0,0,0,0,933,489,247,3.069999933,1.608999968,0.813000023,4395322,21.22999954,11.13000011,5.619999886,30.39088058,11.80000019,18.89999962,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6914.369141
380,1984,19,1,0,0,0,0,0,18,0,0,1,0,1,961,487,259,2.940000057,1.49000001,0.791999996,4400476,21.84000015,11.06999969,5.889999866,32.68706894,10,18.39999962,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7428.075684
381,1985,19,1,0,0,0,0,0,18,0,0,1,0,1,931,470,244,2.789999962,1.407999992,0.731000006,4408131,21.11999893,10.65999985,5.539999962,33.36917877,11.5,17.89999962,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7569.915527
382,1986,19,1,0,0,0,0,2,18,0,0,1,0,1,932,482,282,3.119999886,1.613999963,0.944000006,4406931,21.14999962,10.93999958,6.399999619,29.87178993,13.10000038,17.39999962,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6778.365723
383,1987,19,0.25,0.75,0,0,0,2,19,0,0,1,0,1,826,428,233,2.730000019,1.414999962,0.769999981,4344135,19.01000023,9.850000381,5.360000134,30.2564106,12,16.89999962,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6964.887207
384,1988,19,0,1,0,0,0,2,21,0,0,1,0,1,925,471,273,2.670000076,1.360000014,0.787999988,4288842,21.56999969,10.9800005,6.370000362,34.64419174,10.89999962,16.39999962,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8077.75
385,1989,19,0,1,0,0,0,2,21,0,0,1,0,1,878,441,233,2.470000029,1.241000056,0.654999971,4252911,20.63999939,10.36999893,5.479999542,35.54655838,7.900000095,15.89999962,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8358.170898
386,1990,19,0,1,0,0,0,2,21,0,0,1,0,1,959,495,262,2.529999971,1.305999994,0.690999985,4219179,22.72999954,11.72999954,6.210000038,37.90513992,6.300000191,15.60000038,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8984.008789
387,1991,19,0,1,0,0,0,2,21,0,0,1,0,1,862,442,245,2.480000019,1.271999955,0.704999983,4253279,20.27000046,10.39000034,5.759999752,34.75806046,7.199999809,15.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8172.062012
388,1992,19,0,1,0,0,0,2,21,0,0,1,0,1,886,463,259,2.619999886,1.368999958,0.765999973,4293003,20.63999939,10.77999973,6.029999733,33.81678772,8.199999809,15.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7877.1875
389,1993,19,0,1,0,0,0,2,21,0,0,1,0,1,878,453,238,2.420000076,1.248999953,0.656000018,4316428,20.34000015,10.48999977,5.510000229,36.28098679,7.5,15.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8405.326172
390,1994,19,0,1,0,0,0,2,21,0,0,1,0,1,843,473,250,2.25,1.261999965,0.666999996,4347481,19.38999939,10.88000107,5.75,37.46667099,8,15.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8618.017578
391,1995,19,0,1,0,0,0,1,21,0,0,1,0,1,894,465,254,2.309999943,1.202000022,0.656000018,4378779,20.42000008,10.62000084,5.799999714,38.70130157,6.900000095,15.60000038,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8838.37793
